epoch,train_lr,train_loss,eval_loss,eval_acc,eval_f1,eval_recall,eval_precision,eval_kappa
18,9.9202926282791e-05,0.9896459156467069,1.3440903425216675,0.5230769230769231,0.5149555474363658,0.5357142857142857,0.5523809523809524,0.4377790178571429
19,9.911220285797748e-05,0.924221234936868,1.5372331142425537,0.4461538461538462,0.46260936734271496,0.49846938775510197,0.5265984015984015,0.3573194177423785
20,9.901664203302126e-05,0.7610756269385738,1.3395612239837646,0.5692307692307692,0.49295340777820573,0.49608843537414965,0.5806998556998557,0.45361753227259083
21,9.891625428724365e-05,0.9222924661251807,1.3653770685195923,0.6,0.5953458306399482,0.6025510204081632,0.6262276570547247,0.517969195664575
22,9.881105062929222e-05,0.879207463995103,1.4191259145736694,0.5538461538461539,0.49232393622637527,0.5270408163265305,0.5427810284953142,0.4563022786270552
23,9.870104259593363e-05,0.8163823437306189,1.5096204280853271,0.5692307692307692,0.45440573918834787,0.49472789115646254,0.5824999999999999,0.46627565982404695
24,9.858624225078841e-05,0.742091390875078,1.676560878753662,0.46153846153846156,0.4949325274268066,0.5386054421768708,0.5330978545264259,0.3834688346883469
25,9.846666218300807e-05,0.6390556010507769,1.0648410320281982,0.6307692307692307,0.5222436567012024,0.5630952380952381,0.6447700447700447,0.540365350618739
26,9.834231550589462e-05,0.724122047904999,1.27114999294281,0.5076923076923077,0.4066833751044277,0.44846938775510203,0.43714285714285717,0.3921683226183519
27,9.821321585546244e-05,0.6880781828395782,1.3843164443969727,0.5692307692307692,0.4938533688533688,0.5139455782312926,0.4840702947845804,0.46954240746138154
28,9.807937738894302e-05,0.7391794052335524,1.3831655979156494,0.49230769230769234,0.4667687074829932,0.48384353741496605,0.4628401360544218,0.3897581792318635
29,9.794081478323246e-05,0.7110744647441372,1.0812568664550781,0.6615384615384615,0.6003239240360175,0.6037414965986395,0.6790031397174255,0.5811364967779731
30,9.779754323328192e-05,0.609556736724992,0.9820259809494019,0.7076923076923077,0.6677862956269971,0.677721088435374,0.7061022311022311,0.6413011908219577
31,9.764957845043137e-05,0.6131141231425347,1.2150598764419556,0.6307692307692307,0.5919834459506143,0.6124149659863946,0.7172086225794666,0.548349739432542
32,9.749693666068666e-05,0.5005157546650979,1.1497019529342651,0.6615384615384615,0.6114357864357863,0.6258503401360543,0.6208822923108637,0.5888441633122484
33,9.733963460294015e-05,0.652736637500986,1.194584846496582,0.6153846153846154,0.5635547145358258,0.5712585034013605,0.5930735930735932,0.5307536817788046
34,9.717768952713513e-05,0.5683776974197357,1.5125981569290161,0.5846153846153846,0.5396186544793355,0.5802721088435374,0.5785714285714285,0.499714937286203
35,9.701111919237408e-05,0.6418828101408097,1.2852625846862793,0.6615384615384615,0.6131598375784423,0.625170068027211,0.7271289786817737,0.5830903790087464
36,9.683994186497131e-05,0.4123937824080067,1.4817498922348022,0.6461538461538462,0.6113584827870542,0.6204081632653061,0.6430117501546073,0.5682933872365001
37,9.666417631644977e-05,0.43364849254008264,0.9650028347969055,0.6923076923076923,0.6475143903715332,0.6404761904761905,0.6852226345083487,0.6187683284457479
38,9.648384182148252e-05,0.4580552955308268,1.3329349756240845,0.5846153846153846,0.534901233220561,0.5583333333333333,0.6250463821892394,0.4914517531150391
39,9.629895815577916e-05,0.4546488785455304,1.233067512512207,0.6153846153846154,0.59281238811314,0.5974489795918367,0.5939754689754689,0.5361119040822153
40,9.610954559391703e-05,0.48700095196404763,1.299262285232544,0.5846153846153846,0.5238131616282876,0.5268707482993197,0.5454184704184704,0.491304347826087
41,9.59156249071181e-05,0.4575434781370624,1.304344892501831,0.6307692307692307,0.587187967312191,0.5869047619047619,0.6275422989708703,0.5418502202643172
42,9.571721736097089e-05,0.43415432904035817,1.1170777082443237,0.676923076923077,0.6194902221696965,0.6284013605442177,0.6566292403248924,0.6013434579439253
43,9.551434471309872e-05,0.3568606500423724,1.0556663274765015,0.6923076923076923,0.6694844113574764,0.6785714285714286,0.6671679197994986,0.6277205040091638
44,9.530702921077358e-05,0.37601672870016867,1.6588473320007324,0.6153846153846154,0.5825663058745765,0.5809523809523809,0.6087662337662338,0.5298032407407407
45,9.509529358847655e-05,0.33750796041661696,1.3258516788482666,0.6461538461538462,0.6389852527070571,0.649829931972789,0.6395591569961318,0.575766174801362
46,9.487916106540466e-05,0.43818210780380235,1.626430630683899,0.6,0.5532635039831535,0.5511904761904762,0.687624544767402,0.5029411764705882
47,9.465865534292465e-05,0.5584309891827645,1.8475030660629272,0.6153846153846154,0.5839723484407445,0.5947278911564625,0.6050235478806908,0.5319700460829493
48,9.443380060197386e-05,0.3884915919193337,1.8694192171096802,0.5538461538461539,0.5379001433349259,0.5687074829931972,0.5292298970870399,0.4690140845070422
49,9.420462150040853e-05,0.41155428559549395,1.2017067670822144,0.6615384615384615,0.6161812253345434,0.6091836734693877,0.6397217861503577,0.5797825448134
50,9.397114317029974e-05,0.4011985354365841,1.5753085613250732,0.5538461538461539,0.5307025374252266,0.5319727891156463,0.5587629788757608,0.4611206403659234
51,9.373339121517747e-05,0.3456657849132053,1.3493468761444092,0.6923076923076923,0.6606417164361272,0.6630952380952381,0.6842273668360624,0.6219831346321605
52,9.34913917072228e-05,0.20026710809719178,1.693756103515625,0.5692307692307692,0.5730579979027184,0.5892857142857143,0.5909929356357928,0.4901960784313725
53,9.324517118440888e-05,0.2414805309606656,1.61123526096344,0.5846153846153846,0.5483203907522416,0.5593537414965987,0.556689342403628,0.49379867320449955
54,9.299475664759068e-05,0.273300908025234,1.914007306098938,0.5230769230769231,0.45005272505272503,0.5047619047619047,0.45192743764172333,0.42180774748923955
55,9.274017555754408e-05,0.38158771572935,1.9170825481414795,0.5076923076923077,0.44865464492433127,0.5214285714285715,0.4316239316239316,0.4172036985149902
56,9.248145583195448e-05,0.28040180787924796,1.3147728443145752,0.6153846153846154,0.6033948507632717,0.6091836734693876,0.6313492063492063,0.5397904276408949
57,9.221862584235528e-05,0.33233271497151545,1.405072808265686,0.6153846153846154,0.5914582149876269,0.5869047619047619,0.6057050092764379,0.5300751879699248
58,9.195171441101669e-05,0.2680925034106739,1.506051778793335,0.6,0.5307839070757003,0.536734693877551,0.5593434343434344,0.5007385524372231
59,9.168075080778494e-05,0.2346308304057006,1.6974973678588867,0.6,0.5636912794807531,0.5853741496598639,0.5922619047619048,0.5183813052151611
60,9.140576474687264e-05,0.2992352781997573,1.687508225440979,0.5538461538461539,0.49155464418622313,0.5078231292517007,0.5185281385281385,0.44753810082063306
61,9.112678638360016e-05,0.28295285957715205,1.608227252960205,0.5692307692307692,0.5529186841033532,0.5496598639455782,0.5673830138115852,0.47444412359226107
62,9.084384631108883e-05,0.3484899757970725,1.6498780250549316,0.5846153846153846,0.5523109243697479,0.5877551020408164,0.552721088435374,0.5070224719101124
63,9.055697555690607e-05,0.28458012135759475,1.77749502658844,0.5538461538461539,0.4492269635126778,0.4875850340136054,0.5590659340659341,0.4480234260614935
64,9.02662055796628e-05,0.2652239330533531,1.380609393119812,0.6461538461538462,0.6062087035771248,0.6180272108843538,0.6125850340136054,0.5705257110025854
65,8.99715682655637e-05,0.21451844046673468,1.795361042022705,0.5538461538461539,0.5311925702682005,0.5329931972789116,0.5791666666666667,0.465702947845805
66,8.967309592491052e-05,0.2536971339234902,1.4498653411865234,0.6153846153846154,0.5873103087388801,0.5986394557823129,0.5927765843179377,0.5329117562517965
67,8.937082128855891e-05,0.2764376640439995,1.4290896654129028,0.6461538461538462,0.6143848215276787,0.6180272108843538,0.6349783549783551,0.5617121078862504
68,8.906477750432904e-05,0.35788570554746735,1.198183298110962,0.6153846153846154,0.5722943722943723,0.573469387755102,0.6166666666666666,0.5241581259150805
69,8.875499813337069e-05,0.24063243701933854,1.2096736431121826,0.7076923076923077,0.6438680982824728,0.6380952380952382,0.8177297797987454,0.6313432835820896
70,8.844151714648276e-05,0.25622117333114147,1.1617121696472168,0.6923076923076923,0.6573695628043454,0.6690476190476191,0.6814407814407815,0.6247113163972287
71,8.812436892038805e-05,0.2301778486298938,1.3264554738998413,0.676923076923077,0.6452935784242776,0.6261904761904761,0.6911375661375662,0.5975825471698113
72,8.780358823396352e-05,0.18744329576410593,1.4868683815002441,0.6153846153846154,0.6194772645900465,0.6503401360544218,0.6187641723356009,0.5427687113111987
73,8.74792102644263e-05,0.34326230362057686,1.3276201486587524,0.6307692307692307,0.6140715118571344,0.6056122448979592,0.6452380952380953,0.5504322766570605
74,8.715127058347615e-05,0.3397691922803079,1.6225922107696533,0.5846153846153846,0.5373591296983911,0.5523809523809523,0.5513802622498274,0.48997384481255446
75,8.681980515339464e-05,0.4735662470601739,1.8338963985443115,0.5384615384615384,0.49637677137677144,0.47193877551020413,0.6142857142857142,0.41229656419529837
76,8.648485032310146e-05,0.26958053955628025,1.5220487117767334,0.676923076923077,0.6446989991208593,0.6569727891156463,0.6495726495726496,0.6097770154373928
77,8.614644282416831e-05,0.18533147760336438,1.6651930809020996,0.6,0.5398682235638759,0.5435374149659864,0.6191239316239316,0.5004433934377771
78,8.5804619766791e-05,0.2421596492190034,1.5959737300872803,0.6615384615384615,0.6472857416798152,0.6527210884353741,0.6488662131519274,0.5889623455015809
79,8.545941863571974e-05,0.23093675189621507,1.7380714416503906,0.6153846153846154,0.587444833005666,0.5960884353741497,0.6054461411604269,0.538089823763502
80,8.511087728614862e-05,0.31529778297690136,1.634480595588684,0.5846153846153846,0.5476935854842832,0.5486394557823129,0.5675481523307611,0.48938027349432645
81,8.475903393956434e-05,0.23452199887364142,1.5657768249511719,0.6,0.5062747102418784,0.5506802721088435,0.5540200138026226,0.5065693430656935
82,8.440392717955476e-05,0.2726631036569034,1.4806838035583496,0.6307692307692307,0.5993561993561993,0.5974489795918367,0.6154761904761905,0.5458515283842795
83,8.404559594757778e-05,0.12367044010710332,1.824173092842102,0.5846153846153846,0.5578351961627224,0.5664965986394558,0.5590136054421768,0.49277456647398843
84,8.368407953869104e-05,0.15803338566254224,1.6355130672454834,0.5846153846153846,0.5653061224489796,0.5724489795918367,0.5723098330241188,0.4921875
85,8.33194175972427e-05,0.16675188381885808,1.632446050643921,0.5846153846153846,0.5525620817432665,0.573639455782313,0.663368377654092,0.49292112106327646
86,8.295165011252398e-05,0.20436853891418827,1.6459691524505615,0.6153846153846154,0.6041072409825173,0.6001700680272108,0.6392908678622965,0.5295309785755646
87,8.258081741438395e-05,0.12746372997700686,1.788503646850586,0.676923076923077,0.6472604942649735,0.6452380952380953,0.6894179894179894,0.597938144329897
88,8.220696016880688e-05,0.17832959077561333,1.7119109630584717,0.6,0.5391552861746203,0.5549319727891155,0.5937328954570333,0.49821852731591454
89,8.183011937345271e-05,0.16961243951452837,1.6416208744049072,0.6153846153846154,0.5746078800426627,0.5806122448979592,0.620964590964591,0.5233206218832502
90,8.14503363531613e-05,0.13527348766764324,1.8673070669174194,0.5846153846153846,0.5308499517968202,0.5352040816326531,0.5508983080411651,0.48488406222483127
91,8.106765275542055e-05,0.245387943581708,1.8134714365005493,0.6153846153846154,0.5867715359975422,0.5892857142857143,0.6067460317460317,0.5266530731138945
92,8.068211054579944e-05,0.2781084437043436,2.0038883686065674,0.5692307692307692,0.5264689933944593,0.5282312925170068,0.5422858887144602,0.46564885496183206
93,8.029375200334589e-05,0.18784991590185993,1.6845648288726807,0.6153846153846154,0.5594151879866165,0.5481292517006803,0.5993197278911565,0.5248538011695907
94,7.99026197159505e-05,0.17668986521781452,1.5236576795578003,0.676923076923077,0.6320484746783792,0.6498299319727892,0.6318942961800104,0.6053772766695578
95,7.950875657567621e-05,0.15121016760672173,1.6553502082824707,0.6461538461538462,0.5892276422764227,0.6119047619047618,0.6685631828488973,0.5674189814814815
96,7.911220577405484e-05,0.18783319068531837,1.5045759677886963,0.6615384615384615,0.6151933500672996,0.6476190476190476,0.673051948051948,0.589434395635946
97,7.87130107973505e-05,0.1978371320217247,1.3232033252716064,0.6307692307692307,0.5912765106042416,0.6001700680272108,0.6030148423005565,0.5491329479768785
98,7.831121542179087e-05,0.1110118463515274,1.3731929063796997,0.676923076923077,0.6501125126901525,0.6772108843537415,0.6425552272190929,0.6113325740318907
99,7.790686370876671e-05,0.133093285990218,1.3924148082733154,0.6307692307692307,0.5547177428986928,0.576360544217687,0.6052910052910053,0.5400943396226415
100,7.75e-05,0.19028378864224518,1.3783055543899536,0.6615384615384615,0.6132498453927026,0.6127551020408164,0.6344568130282415,0.582115721800117
101,7.709066891268134e-05,0.20757590457346412,1.3289295434951782,0.6615384615384615,0.6356575963718821,0.6428571428571429,0.6578399461858108,0.5904925544100802
102,7.667891533457719e-05,0.22923478735761055,1.5596407651901245,0.6615384615384615,0.607312925170068,0.6115646258503401,0.6753813646670789,0.5828471411901983
103,7.626478441910744e-05,0.1209842637631922,1.8180580139160156,0.6461538461538462,0.6473288616145759,0.6593537414965985,0.6628926628926629,0.5818181818181818
104,7.584832158039378e-05,0.0814829358019896,1.559897780418396,0.6307692307692307,0.5847091949494695,0.5782312925170068,0.6203383917669633,0.5413113790061747
105,7.542957248827961e-05,0.1454882841226795,1.3469678163528442,0.6615384615384615,0.6125998519335586,0.6083333333333333,0.6578042328042327,0.5781710914454278
106,7.500858306332174e-05,0.08464924763557652,1.380120873451233,0.7230769230769231,0.6825317539603254,0.6880952380952381,0.7047619047619047,0.6609678354100261
107,7.458539947175475e-05,0.0978108283597976,1.6734745502471924,0.6307692307692307,0.5969526597433574,0.6192176870748298,0.6285458847570649,0.5469067673540517
108,7.416006812042828e-05,0.17095326722389267,1.816725730895996,0.6,0.577896475729293,0.5829931972789115,0.5919398062255204,0.5185185185185186
109,7.373263565171806e-05,0.15797186964341708,1.7676438093185425,0.6307692307692307,0.5822257107971394,0.5818027210884354,0.6112244897959184,0.5438596491228069
110,7.330314893841101e-05,0.05428879910839662,1.6921082735061646,0.6461538461538462,0.5960733249769794,0.5899659863945578,0.6258940335027291,0.5647743813682679
111,7.287165507856512e-05,0.14247535422234045,1.899883508682251,0.6153846153846154,0.5782440107826077,0.5807823129251701,0.6184191067731442,0.5276162790697675
112,7.243820139034464e-05,0.1310871980273195,1.7148427963256836,0.6,0.5751007555518833,0.5613945578231292,0.6161410018552875,0.5091489979668893
113,7.200283540683103e-05,0.09740782058196923,1.60956609249115,0.6461538461538462,0.6221230632721316,0.6270408163265306,0.6303189291911097,0.5704022988505748
114,7.156560487081051e-05,0.17156809785087862,1.8274518251419067,0.5846153846153846,0.5525841105673037,0.557312925170068,0.6146258503401361,0.48938027349432645
115,7.11265577295385e-05,0.22246025911261957,1.7135345935821533,0.6461538461538462,0.6003052503052503,0.610374149659864,0.6208049886621315,0.5682933872365001
116,7.068574212948169e-05,0.1286368272267282,1.6113450527191162,0.676923076923077,0.6611973392461198,0.6607142857142857,0.7019841269841269,0.6059468822170901
117,7.024320641103812e-05,0.11229318290227844,1.963140606880188,0.6,0.5651590565211827,0.5698979591836734,0.5897703745529832,0.5087209302325582
118,6.979899910323626e-05,0.11159838441639178,1.6533997058868408,0.6,0.5536727999125294,0.5552721088435374,0.5739615801727603,0.5068573096002336
119,6.935316891841316e-05,0.17003207976719545,1.4194868803024292,0.676923076923077,0.6486473536783135,0.6489795918367347,0.6850752422180993,0.6056053163825483
120,6.890576474687264e-05,0.13173954744612978,1.4605844020843506,0.6923076923076923,0.645408163265306,0.6379251700680272,0.6837641723356008,0.618991793669402
121,6.845683565152391e-05,0.13369673664771742,1.9287782907485962,0.6307692307692307,0.6003161858535586,0.6047619047619047,0.6635964912280701,0.5535203205495134
122,6.800643086250122e-05,0.11729960324197647,1.7580629587173462,0.6,0.5655128718153928,0.5746598639455783,0.5849000206143062,0.5131086142322097
123,6.755459977176533e-05,0.10120021105713901,1.4743382930755615,0.6615384615384615,0.6194795360864226,0.6333333333333334,0.6441043083900226,0.5874206578188113
124,6.710139192768697e-05,0.1450336379930377,1.8985403776168823,0.6153846153846154,0.5646358472445429,0.5506802721088436,0.644459706959707,0.5197990543735225
125,6.664685702961345e-05,0.10320096522299273,1.9207267761230469,0.6307692307692307,0.5564260618608444,0.5928571428571429,0.5666139416139416,0.5441262419637639
126,6.619104492241846e-05,0.09514992251887076,1.6937471628189087,0.7230769230769231,0.7127919699348271,0.7022108843537415,0.7562615955473099,0.6611642050390965
127,6.573400559103614e-05,0.09804900214376469,1.9503613710403442,0.6,0.5549743707006612,0.535374149659864,0.6279615294393619,0.49866508454464553
128,6.527578915497952e-05,0.07975294883362949,1.5468418598175049,0.6923076923076923,0.6676468711311916,0.6761904761904762,0.6683673469387755,0.6257915947035118
129,6.481644586284443e-05,0.04141840557267348,1.758544921875,0.676923076923077,0.637478649996584,0.6654761904761904,0.6572562358276643,0.6077586206896552
130,6.435602608679918e-05,0.05774374895038143,1.8809332847595215,0.6153846153846154,0.5853039632939965,0.5954081632653061,0.6161526534197341,0.5298032407407407
131,6.389458031706068e-05,0.09912184829027543,1.6338615417480469,0.7076923076923077,0.6857400729351948,0.6916666666666667,0.6961451247165533,0.6430635838150289
132,6.343215915635762e-05,0.12194774691165695,1.9820798635482788,0.6615384615384615,0.6346538615446178,0.6357142857142856,0.6535250463821891,0.5856273543900319
133,6.296881331438125e-05,0.09093309268956223,2.1655704975128174,0.6153846153846154,0.5658200495157016,0.5760204081632653,0.5887667887667887,0.5217775161859919
134,6.250459360222461e-05,0.0872304794573856,2.032989025115967,0.6153846153846154,0.5632071172443843,0.5760204081632653,0.6564495028780744,0.5234604105571847
135,6.20395509268104e-05,0.10091290879814376,2.122441053390503,0.5846153846153846,0.5325475249388293,0.548469387755102,0.5568986568986569,0.4832155477031802
136,6.157373628530854e-05,0.11624508982734574,1.8372766971588135,0.6461538461538462,0.6295365339482987,0.6489795918367347,0.6221555288782179,0.5750426378624218
137,6.110720075954371e-05,0.11897108700096366,1.6330962181091309,0.6615384615384615,0.630728088336784,0.6369047619047619,0.6717350110207254,0.5844231328102296
138,6.06399955103937e-05,0.10797828096415728,1.7155579328536987,0.6615384615384615,0.6081852358168147,0.625,0.6772871572871572,0.5819935691318328
139,6.0172171772179006e-05,0.11760195010461874,2.0094335079193115,0.6307692307692307,0.5967266258730213,0.6010204081632653,0.6076066790352505,0.5486111111111112
140,5.970378084704442e-05,0.07319743946314819,1.965129017829895,0.6153846153846154,0.5863564938170389,0.5938775510204082,0.5911564625850341,0.5319700460829493
141,5.923487409933316e-05,0.09647134751937683,2.014019727706909,0.5846153846153846,0.5501668894982742,0.5290816326530612,0.5951683237397523,0.4856389214536928
142,5.8765502949954203e-05,0.13002616134397085,1.577951431274414,0.6923076923076923,0.6725667189952904,0.6904761904761905,0.66484365676095,0.6279336004579279
143,5.8295718870743426e-05,0.15344693166609372,1.4577176570892334,0.7384615384615385,0.7162222169041543,0.7085034013605442,0.7337646652864044,0.6790589602091199
144,5.782557337881911e-05,0.12335280634673132,1.6565051078796387,0.6615384615384615,0.5966745616684417,0.6173469387755102,0.6217454043541001,0.5839394821064883
145,5.735511803093248e-05,0.14845291918684397,1.743205189704895,0.7076923076923077,0.6702947845804987,0.692687074829932,0.6893695277153923,0.6453187823090178
146,5.6884404417813995e-05,0.11534034273016357,1.7685307264328003,0.6923076923076923,0.6787543392643098,0.6916666666666667,0.6996947496947498,0.6282527881040892
147,5.6413484158515766e-05,0.07961432559175356,1.51063871383667,0.6615384615384615,0.6184287934287934,0.6163265306122448,0.6406349206349207,0.5812591508052709
148,5.594240889475107e-05,0.06092884644655691,1.6205466985702515,0.6615384615384615,0.6004849534487582,0.6343537414965986,0.6228276554363512,0.5853870687155698
149,5.547123028523106e-05,0.07021764814553241,2.0039865970611572,0.5846153846153846,0.4859398587215801,0.5183673469387754,0.4816870868595006,0.4772117962466489
150,5.5e-05,0.062262799303543066,1.4327583312988281,0.6923076923076923,0.662550439806079,0.698639455782313,0.6515081790291875,0.6302616609783847
151,5.452876971476894e-05,0.11628090926716404,1.6514159440994263,0.6615384615384615,0.6188827254616729,0.6188775510204082,0.6438095238095238,0.5816266822703335
152,5.405759110524895e-05,0.08279630053608168,1.689603567123413,0.6923076923076923,0.6448848770277342,0.6544217687074829,0.6461760461760461,0.623297594900029
153,5.358651584148423e-05,0.07480662939844714,1.768075942993164,0.7076923076923077,0.6904238618524332,0.6960884353741497,0.7059434300035804,0.6450129347513653
154,5.3115595582186016e-05,0.10090302571376425,1.8641855716705322,0.6615384615384615,0.6163525277073135,0.6321428571428571,0.6416512059369203,0.5873015873015872
155,5.264488196906753e-05,0.12247102812022692,1.6301816701889038,0.6615384615384615,0.5917915417915418,0.5986394557823129,0.7410997732426303,0.5752895752895753
156,5.217442662118091e-05,0.13866345062401267,1.7069664001464844,0.676923076923077,0.6416262309119452,0.6438775510204081,0.6585137085137085,0.6041183294663574
157,5.1704281129256584e-05,0.08275345453782187,2.0517773628234863,0.6461538461538462,0.6159317875107349,0.5685374149659863,0.7659451659451658,0.5537313432835821
158,5.12344970500458e-05,0.060195462462762674,1.27928626537323,0.7076923076923077,0.683476467510081,0.6841836734693877,0.703108962883399,0.6447065592635213
159,5.076512590066686e-05,0.059976460509783315,1.5015431642532349,0.6461538461538462,0.6055584167385408,0.5984693877551021,0.6394272394272394,0.5602941176470588
160,5.0296219152955604e-05,0.054705545794399034,1.5767107009887695,0.6307692307692307,0.6103557261451998,0.5964285714285714,0.6747619047619048,0.5451895043731778
161,4.982782822782101e-05,0.1240224443045595,1.8244010210037231,0.6307692307692307,0.5639531965618922,0.5780612244897959,0.6991208791208791,0.5421191664220721
162,4.9360004489606314e-05,0.04530946293004578,1.745125412940979,0.6615384615384615,0.622297963474434,0.6163265306122448,0.6866666666666665,0.5805221472572601
163,4.889279924045631e-05,0.060295514009457325,1.716183066368103,0.6461538461538462,0.6158496314447067,0.6091836734693877,0.6867051168293405,0.5638856476079347
164,4.8426263714691496e-05,0.027577962429683293,1.9109845161437988,0.6461538461538462,0.5973919800006756,0.5959183673469388,0.6702497502497503,0.5609397944199707
165,4.7960449073189627e-05,0.02900529529283484,1.6065096855163574,0.6615384615384615,0.6354760134660467,0.6295918367346938,0.6659980461222698,0.5838183934807917
166,4.7495406397775396e-05,0.02540694271221817,1.6427079439163208,0.7076923076923077,0.6866296610657513,0.6775510204081633,0.7104875283446711,0.6400466336345089
167,4.703118668561876e-05,0.02991446706038269,1.712369441986084,0.6923076923076923,0.6797343487313092,0.6537414965986394,0.7315948601662887,0.6162927981109799
168,4.65678408436424e-05,0.017641083654692215,1.797019124031067,0.7076923076923077,0.6875893486358604,0.680952380952381,0.7193335305136548,0.6410927056088347
169,4.610541968293932e-05,0.0668914814952821,1.617841362953186,0.6923076923076923,0.675139146567718,0.6571428571428571,0.7154761904761905,0.6207701283547259
170,4.564397391320083e-05,0.024481795024081703,1.3285143375396729,0.6615384615384615,0.6376896912611197,0.6369047619047619,0.6471861471861472,0.5851465042065565
171,4.5183554137155586e-05,0.052046773373149335,1.5830525159835815,0.7230769230769231,0.7054750343786887,0.6986394557823129,0.7305477131564088,0.6598837209302326
172,4.47242108450205e-05,0.05887084983799967,1.630536437034607,0.6923076923076923,0.6634615384615383,0.6712585034013605,0.6645238637719839,0.6275071633237823
173,4.426599440896387e-05,0.05330515191364553,1.95574152469635,0.6461538461538462,0.5918886668886668,0.6035714285714285,0.6073015873015873,0.5617121078862504
174,4.380895507758154e-05,0.07080109950789672,1.5209250450134277,0.6923076923076923,0.6691600143383295,0.6712585034013605,0.6916512059369202,0.624386015602427
175,4.335314297038657e-05,0.04623096028432971,1.6122310161590576,0.676923076923077,0.6127091162805449,0.6328231292517007,0.618272521129664,0.5999413833528722
176,4.289860807231306e-05,0.08728215966614024,1.3639041185379028,0.6923076923076923,0.6683344433344434,0.6879251700680272,0.6755579424752357,0.6268656716417911
177,4.244540022823468e-05,0.05738496344401351,1.3419538736343384,0.6923076923076923,0.6538961038961039,0.6510204081632652,0.6913265306122449,0.6191034280691474
178,4.199356913749877e-05,0.027942923423383507,1.4406179189682007,0.6923076923076923,0.6568181818181819,0.6484693877551021,0.6952380952380953,0.6196606202457577
179,4.1543164348476104e-05,0.03769430463510235,1.4777493476867676,0.6923076923076923,0.6619047619047619,0.6544217687074829,0.6947278911564626,0.6198830409356725
180,4.109423525312737e-05,0.014476568205282092,1.5601592063903809,0.7230769230769231,0.6874458874458874,0.6794217687074829,0.7210884353741497,0.6578947368421053
181,4.0646831081586854e-05,0.06926917392223503,1.5833503007888794,0.7076923076923077,0.6907031344006134,0.6950680272108843,0.706757423862687,0.6459288990825688
182,4.020100089676376e-05,0.03683471456620722,1.787292242050171,0.6615384615384615,0.6066340092655882,0.604421768707483,0.6581426509997937,0.5767978691920688
183,3.975679358896189e-05,0.02719791461112759,1.7172932624816895,0.6923076923076923,0.6347402597402597,0.6329931972789115,0.698185941043084,0.6144721233689205
184,3.9314257870518325e-05,0.02461384831751216,1.7279618978500366,0.7076923076923077,0.677963702963703,0.6914965986394558,0.6804988662131519,0.6445020149683363
